N bc_time wc_time
8710 0.000004 0.057348
8720 0.000004 0.057460
8730 0.000004 0.057571
8740 0.000004 0.057700
8750 0.000004 0.057882
8760 0.000004 0.058056
8770 0.000005 0.058216
8780 0.000004 0.058310
8790 0.000004 0.058436
8800 0.000004 0.058460
8810 0.000005 0.058519
8820 0.000004 0.058721
8830 0.000005 0.058916
8840 0.000004 0.059013
8850 0.000004 0.059248
8860 0.000004 0.059327
8870 0.000004 0.059670
8880 0.000004 0.059793
8890 0.000005 0.059952
8900 0.000004 0.060126
8910 0.000004 0.060224
8920 0.000004 0.060213
8930 0.000004 0.060299
8940 0.000005 0.060408
8950 0.000004 0.060512
8960 0.000004 0.060710
8970 0.000004 0.060881
8980 0.000005 0.061030
8990 0.000004 0.061300
9000 0.000004 0.061265
9010 0.000004 0.061477
9020 0.000004 0.061958
9030 0.000004 0.061662
9040 0.000004 0.061709
9050 0.000004 0.061995
9060 0.000004 0.062059
9070 0.000004 0.062315
9080 0.000004 0.062325
9090 0.000005 0.062435
9100 0.000005 0.062658
9110 0.000004 0.062689
9120 0.000004 0.063043
9130 0.000004 0.063064
9140 0.000004 0.063248
9150 0.000004 0.063251
9160 0.000004 0.063547
9170 0.000004 0.063585
9180 0.000009 0.063752
9190 0.000004 0.063980
9200 0.000004 0.064052
9210 0.000004 0.064140
9220 0.000005 0.064341
9230 0.000004 0.064402
9240 0.000004 0.064661
9250 0.000005 0.064884
9260 0.000004 0.064971
9270 0.000004 0.064894
9280 0.000005 0.065400
9290 0.000006 0.065393
9300 0.000007 0.065454
9310 0.000004 0.065465
9320 0.000004 0.065725
9330 0.000004 0.065859
9340 0.000004 0.065945
9350 0.000005 0.066050
9360 0.000004 0.066207
9370 0.000004 0.066376
9380 0.000005 0.066447
9390 0.000004 0.066736
9400 0.000004 0.066666
9410 0.000004 0.066877
9420 0.000005 0.066980
9430 0.000005 0.067174
9440 0.000004 0.067345
9450 0.000004 0.067405
9460 0.000005 0.067596
9470 0.000005 0.067799
9480 0.000005 0.067970
9490 0.000004 0.067927
9500 0.000005 0.068207
9510 0.000004 0.068323
9520 0.000004 0.068566
9530 0.000004 0.068731
9540 0.000004 0.068749
9550 0.000004 0.068867
9560 0.000005 0.069082
9570 0.000005 0.069198
9580 0.000004 0.069403
9590 0.000004 0.069507
9600 0.000004 0.069627
9610 0.000005 0.069782
9620 0.000004 0.069904
9630 0.000005 0.070060
9640 0.000004 0.070225
9650 0.000004 0.070318
9660 0.000005 0.070473
9670 0.000005 0.070698
9680 0.000004 0.070863
9690 0.000004 0.071138
9700 0.000005 0.071120
9710 0.000006 0.071260
9720 0.000005 0.071389
9730 0.000004 0.071532
9740 0.000004 0.071625
9750 0.000004 0.071779
9760 0.000005 0.071951
9770 0.000005 0.072374
9780 0.000004 0.072388
9790 0.000005 0.072424
9800 0.000005 0.072572
9810 0.000004 0.074398
9820 0.000004 0.072823
9830 0.000005 0.072998
9840 0.000005 0.073101
9850 0.000004 0.073208
9860 0.000004 0.073265
9870 0.000004 0.073438
9880 0.000005 0.073691
9890 0.000005 0.073931
9900 0.000005 0.074052
9910 0.000004 0.074210
9920 0.000005 0.074425
9930 0.000004 0.074628
9940 0.000004 0.074636
9950 0.000005 0.074891
9960 0.000004 0.075006
9970 0.000004 0.075244
9980 0.000005 0.075473
9990 0.000005 0.075530
10000 0.000005 0.075559
